child_model,base_model
zhangwt97/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
a-F1/Qwen2.5-Math-1.5B-Open-R1-Distill-bi,Qwen/Qwen2.5-Math-1.5B
a-F1/Qwen2.5-Math-1.5B-Open-R1-Distill-mixed,Qwen/Qwen2.5-Math-1.5B
Hmicrobe/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
mlfoundations-dev/qwen2-5_openthoughts_2-5k_alternative_r1_distill_llama70b_16k,Qwen/Qwen2.5-7B-Instruct
mlfoundations-dev/qwen2-5_openthoughts_2-5k_rewrite_r1_distill_llama70b_16k,Qwen/Qwen2.5-7B-Instruct
alexgusevski/OpenThinker-7B-mlx,open-thoughts/OpenThinker-7B
Grogros/Grogros-llama2-7b-RLwatermark-OpenMathInstruct,Grogros/llama2-7b-RLwatermark
alexgusevski/OpenThinker-7B-q8-mlx,open-thoughts/OpenThinker-7B
a-F1/Qwen2.5-Math-1.5B-Open-R1-Distill,Qwen/Qwen2.5-Math-1.5B
alexgusevski/OpenThinker-7B-q6-mlx,open-thoughts/OpenThinker-7B
alexgusevski/OpenThinker-7B-q4-mlx,open-thoughts/OpenThinker-7B
alexgusevski/OpenThinker-7B-q3-mlx,open-thoughts/OpenThinker-7B
matrixportalx/OpenR1-Qwen-7B-Turkish-GGUF,WiroAI/OpenR1-Qwen-7B-Turkish
PrunaAI/Open-Orca-Mistral-7B-OpenOrca-GGUF-smashed,Open-Orca/Mistral-7B-OpenOrca
PrunaAI/OpenAssistant-oasst-sft-4-pythia-12b-epoch-3.5-GGUF-smashed,OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5
rainyuniverse/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
PrunaAI/openlm-research-open_llama_13b-GGUF-smashed,openlm-research/open_llama_13b
mradermacher/qwen2-5_openthoughts_2-5k_alternative_r1_distill_llama70b-GGUF,mlfoundations-dev/qwen2-5_openthoughts_2-5k_alternative_r1_distill_llama70b
mradermacher/qwen2-5_openthoughts_2-5k_rewrite_r1_distill_llama70b-GGUF,mlfoundations-dev/qwen2-5_openthoughts_2-5k_rewrite_r1_distill_llama70b
FM-1976/stablelm-zephyr-3b-openvino-4bit,stabilityai/stablelm-zephyr-3b
a-F1/Qwen2.5-1.5B-Open-R1-Distill-bi,Qwen/Qwen2.5-1.5B-Instruct
jeff-gao/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
mlfoundations-dev/qwen2-5_openthoughts_2-5k_rewrite_r1_distill_llama70b,Qwen/Qwen2.5-7B-Instruct
mlfoundations-dev/qwen2-5_openthoughts_2-5k_alternative_r1_distill_llama70b,Qwen/Qwen2.5-7B-Instruct
flyingbugs/Qwen2.5-7B-Open-R1-Distill,Qwen/Qwen2.5-7B-Instruct
mradermacher/opencsg-CodeLlama-7b-v0.1-i1-GGUF,opencsg/opencsg-CodeLlama-7b-v0.1
mradermacher/opencsg-CodeLlama-7b-v0.1-GGUF,opencsg/opencsg-CodeLlama-7b-v0.1
mradermacher/OpenAGI-7B-v0.1-i1-GGUF,openagi-project/OpenAGI-7B-v0.1
mradermacher/OpenAGI-7B-v0.1-GGUF,openagi-project/OpenAGI-7B-v0.1
daichira/llm-jp-3-13b-instruct2-gpro-0222_OpenMATHinstruct_1800_sft_math-tanuki_adapter,llm-jp/llm-jp-3-13b-instruct2
jgilhuly16/openeval-deberta-long,microsoft/deberta-v3-base
AlejandroOlmedo/OpenThinker-7B-4bit-mlx,open-thoughts/OpenThinker-7B
AlejandroOlmedo/OpenThinker-32B-8bit-mlx,open-thoughts/OpenThinker-32B
AlejandroOlmedo/OpenThinker-32B-4bit-mlx,open-thoughts/OpenThinker-32B
AlejandroOlmedo/OpenThinker-7B-8bit-mlx,open-thoughts/OpenThinker-7B
mlfoundations-dev/qwen2-5_openthoughts_2-5k_base,Qwen/Qwen2.5-7B-Instruct
david128kim/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
dongyuanjushi/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
jgilhuly16/openeval-bert-2-23-balanced-large,FacebookAI/roberta-large
jgilhuly16/openeval-bert-2-23-balanced,FacebookAI/roberta-base
demolei/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
daichira/llm-jp-3-13b-instruct2-gpro-0222_OpenMATHinstruct_1800_sft,llm-jp/llm-jp-3-13b-instruct2
mlfoundations-dev/OpenR1-Math-Raw-first-correct-sharegpt,Qwen/Qwen2.5-7B-Instruct
ubermenchh/Qwen2.5-3B-open-r1-math,unsloth/qwen2.5-3b-instruct-unsloth-bnb-4bit
cheonjin/Llama-3-Open-Ko-8B-Instruct-teddynote-gguf,beomi/Llama-3-Open-Ko-8B-Instruct-preview
cheonjin/Llama-3-Open-Ko-8B-Instruct-teddynote,beomi/Llama-3-Open-Ko-8B-Instruct-preview
daichira/llm-jp-3-13b-instruct2-gpro-0222_OpenMATHinstruct_1800_adapter,llm-jp/llm-jp-3-13b-instruct2
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.2,- meta-llama/Llama-3.1-8B-Instruct
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.2-Q4_K_M-GGUF,BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.2
mradermacher/openbuddy-mistral2-7b-v20.3-32k-i1-GGUF,OpenBuddy/openbuddy-mistral2-7b-v20.3-32k
flyingbugs/Qwen2.5-7B-Open-R1-Distill-bi,Qwen/Qwen2.5-7B-Instruct
DevQuasar/OpenLLM-France.Claire-Mistral-7B-0.1-GGUF,- OpenLLM-France/Claire-Mistral-7B-0.1
flyingbugs/Qwen2.5-7B-Open-R1-Distill-mixed,Qwen/Qwen2.5-7B-Instruct
a-F1/Qwen2.5-1.5B-Open-R1-Distill-mixed,Qwen/Qwen2.5-1.5B-Instruct
DevQuasar/OpenLLM-France.Lucie-7B-Instruct-v1.1-GGUF,- OpenLLM-France/Lucie-7B-Instruct-v1.1
ubermenchh/Qwen2.5-3B-open-r1-math-lora,unsloth/qwen2.5-3b-instruct-unsloth-bnb-4bit
ubermenchh/Qwen2.5-3B-openr1-math,unsloth/qwen2.5-3b-instruct-unsloth-bnb-4bit
weltonwang88/Qwen2.5-1.5B-Open-R1-GRPO,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
desiree/Llama-3.2-11B-Vision-OpenThoughts,unsloth/Llama-3.2-11B-Vision-Instruct-unsloth-bnb-4bit
kkl4/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
Nexesenex/artificialguybr_LLAMA-3.2-1B-OpenHermes2.5,meta-llama/Llama-3.2-1B
Nexesenex/Llama_3.2_1b_OpenTree_R1_0.1-GGUF,Nexesenex/Llama_3.2_1b_OpenTree_R1_0.1
Nexesenex/Llama-3.2-1B-Instruct-Open-R1-GRPO-GGUF,zztheaven/Llama-3.2-1B-Instruct-Open-R1-GRPO
a0x1b7a/open-translate,- Qwen/Qwen2.5-1.5B-Instruct
mradermacher/Llama_3.2_1b_OpenTree_R1_0.1-GGUF,Nexesenex/Llama_3.2_1b_OpenTree_R1_0.1
mradermacher/Llama_3.2_1b_OpenTree_R1_0.1-i1-GGUF,Nexesenex/Llama_3.2_1b_OpenTree_R1_0.1
Studyboy/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-3B-Instruct
shiquan181116/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
Xiaodong/Open-R1-Video-7B,- Qwen/Qwen2-VL-7B-Instruct
DevQuasar/open-thoughts.OpenThinker-32B-Unverified-GGUF,- open-thoughts/OpenThinker-32B-Unverified
T1anyu/Qwen2.5-1.5B-Open-R1-Distill-lora,Qwen/Qwen2.5-1.5B-Instruct
DevQuasar/open-thoughts.OpenThinker-7B-Unverified-GGUF,- open-thoughts/OpenThinker-7B-Unverified
Mnl0/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
zztheaven/Llama-3.2-1B-Instruct-Open-R1-GRPO,meta-llama/Llama-3.2-1B-Instruct
yunzhouyunzhou/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
mlfoundations-dev/OpenR1-Math-Raw-all-correct-sharegpt,Qwen/Qwen2.5-7B-Instruct
T1anyu/Qwen2.5-1.5B-Open-R1-GRPO-lora,Qwen/Qwen2.5-1.5B-Instruct
mradermacher/OpenThinker-7B-Uncensored-DeLMAT-i1-GGUF,nkpz/OpenThinker-7B-Uncensored-DeLMAT
ubermenchh/Qwen2.5-0.5B-openr1-math,unsloth/qwen2.5-0.5b-instruct-unsloth-bnb-4bit
mradermacher/Open-Reasoner-Zero-32B-i1-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-32B
SnifferCaptain/Qwen2.5-0.5B-Instruct-openvino,Qwen/Qwen2.5-0.5B-Instruct
Openledger/solidity_model_adapters,deepseek-ai/deepseek-coder-6.7b-base
mradermacher/OpenThinker-7B-Uncensored-DeLMAT-GGUF,nkpz/OpenThinker-7B-Uncensored-DeLMAT
CM/Qwen2.5-1.5B-Open-R1-Code-GRPO,Qwen/Qwen2.5-1.5B-Instruct
hsuwill000/SpiritForeseerMix-openvino,LittleApple-fp16/SpiritForeseerMix
Grogros/Grogros-llama2-7b-RLwatermark-OpenMathInstruct-lora,Grogros/llama2-7b-RLwatermark
T1anyu/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
mradermacher/Open-Reasoner-Zero-32B-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-32B
mlx-community/OpenR1-Qwen-7B-4bit,open-r1/OpenR1-Qwen-7B
PrunaAI/openbmb-MiniCPM3-4B-HQQ-4bit-smashed,ORIGINAL_REPO_NAME
a-F1/Qwen2.5-7B-Open-R1-Distill-bi,Qwen/Qwen2.5-Math-7B
PrunaAI/openbmb-MiniCPM3-4B-HQQ-8bit-smashed,ORIGINAL_REPO_NAME
PrunaAI/openbmb-MiniCPM3-4B-bnb-4bit-smashed,ORIGINAL_REPO_NAME
allendou/Qwen2.5-0.5B-Open-R1-GRPO,Qwen/Qwen2.5-0.5B-Instruct
nkpz/OpenThinker-7B-Uncensored-DeLMAT,- open-thoughts/OpenThinker-7B
tmayse/OpenThinker-32B-Q4-mlx,open-thoughts/OpenThinker-32B
zztheaven/Llama-3.2-3B-Instruct-Open-R1-GRPO,meta-llama/Llama-3.2-3B-Instruct
UDA-LIDI/openai-whisper-large-v3-fullFT-es_ecu911_V2martin_seg30s_samples,openai/whisper-large-v3
UDA-LIDI/openai-whisper-large-v3-fullFT-es_ecu911_V2martin_win30s15s_samples,openai/whisper-large-v3
Triangle104/Open-Reasoner-Zero-7B-Q8_0-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-7B
Triangle104/Open-Reasoner-Zero-7B-Q6_K-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-7B
Triangle104/Open-Reasoner-Zero-7B-Q5_K_M-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-7B
Triangle104/Open-Reasoner-Zero-7B-Q5_K_S-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-7B
Triangle104/Open-Reasoner-Zero-7B-Q4_K_M-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-7B
Triangle104/Open-Reasoner-Zero-7B-Q4_K_S-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-7B
mradermacher/Open-Reasoner-Zero-7B-i1-GGUF,Open-Reasoner-Zero/Open-Reasoner-Zero-7B
Kurt232/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
mradermacher/Llama-3.1-8B-OpenO1-SFT-v0.2-GGUF,BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.2
mathczh/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
wnj13/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
lihuigu/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
nowandfuture/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
TTTXXX01/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
mradermacher/Qwen2.5-7B-Open-R1-GRPO-GGUF,caijanfeng/Qwen2.5-7B-Open-R1-GRPO
foxiwift/Qwen2.5-7B-Open-R1-Distill-AR,Qwen/Qwen2.5-7B-Instruct
Triangle104/OpenR1-Qwen-7B-Q8_0-GGUF,open-r1/OpenR1-Qwen-7B
Triangle104/OpenR1-Qwen-7B-Q6_K-GGUF,open-r1/OpenR1-Qwen-7B
Triangle104/OpenR1-Qwen-7B-Q5_K_M-GGUF,open-r1/OpenR1-Qwen-7B
Triangle104/OpenR1-Qwen-7B-Q5_K_S-GGUF,open-r1/OpenR1-Qwen-7B
Triangle104/OpenR1-Qwen-7B-Q4_K_M-GGUF,open-r1/OpenR1-Qwen-7B
Triangle104/OpenR1-Qwen-7B-Q4_K_S-GGUF,open-r1/OpenR1-Qwen-7B
TTTXXX01/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
xingzhou422/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
DevQuasar/open-neo.Kyro-n1-3B-GGUF,- open-neo/Kyro-n1-3B
DevQuasar/open-neo.DeepNeo-1-8B-Preview-GGUF,- open-neo/DeepNeo-1-8B-Preview
BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1,- meta-llama/Llama-3.1-8B-Instruct
caijanfeng/Qwen2.5-7B-Open-R1-GRPO,Qwen/Qwen2.5-7B-Instruct
DevQuasar/open-neo.DeepNeo-1-12B-Preview-GGUF,- open-neo/DeepNeo-1-12B-Preview
allendou/Qwen2.5-0.5B-Open-R1-Distill,Qwen/Qwen2.5-0.5B-Instruct
PrunaAI/openbmb-MiniCPM3-4B-GGUF-smashed,openbmb/MiniCPM3-4B
zean/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
kame-B/llm-jp-3-13b-instruct-sft-OpenMathInstruct-2-jp-MATH-2-jp,kame-B/llm-jp-3-13b-instruct-sft-OpenMathInstruct-2-jp
mlfoundations-dev/instruction_filtering_embedding_filter_mean_seed_data_code_w_openthoughts,Qwen/Qwen2.5-7B-Instruct
mlfoundations-dev/instruction_filtering_embedding_filter_mean_seed_data_math_w_openthoughts,Qwen/Qwen2.5-7B-Instruct
mlfoundations-dev/instruction_filtering_askllm_seed_data_math_w_openthoughts,Qwen/Qwen2.5-7B-Instruct
mlfoundations-dev/instruction_filtering_askllm_seed_data_code_w_openthoughts,Qwen/Qwen2.5-7B-Instruct
DevQuasar/open-neo.Kyro-n1-7B-GGUF,- open-neo/Kyro-n1-7B
ywhwang/OPEN-SOLAR-KO-10.7B-Q5_K_S,- beomi/OPEN-SOLAR-KO-10.7B
RTT/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
KKHYA/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
atmatechai/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
zhangyitony/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
ztt0821/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
mradermacher/Qwen2.5-0.5B-Open-R1-Distill-FactThink-SFT-GGUF,jdqqjr/Qwen2.5-0.5B-Open-R1-Distill-FactThink-SFT
ununtrium/Qwen2.5-1.5B-Open-R1-GRPO-2rewards,Qwen/Qwen2.5-1.5B-Instruct
OpenMOSE/ARWKV-7B-Preview-0.1-Pytorch,- RWKV-Red-Team/ARWKV-7B-Preview-0.1
ryanmarten/OpenThinker-7B-Unverified,Qwen/Qwen2.5-7B-Instruct
rkumar1999/Llama-3.1-8B-Instruct-Open-R1-Distill,meta-llama/Llama-3.1-8B-Instruct
coolcoolad/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
StaAhmed/qwen2.5-7b-openI,Qwen/Qwen2.5-VL-7B-Instruct
StaAhmed/qwen2-2b-openI,Qwen/Qwen2-VL-2B-Instruct
DevQuasar/AXCXEPT.phi-4-open-R1-Distill-EZOv1-GGUF,- AXCXEPT/phi-4-open-R1-Distill-EZOv1
jdqqjr/Qwen2.5-0.5B-Open-R1-Distill-FactThink-SFT,jdqqjr/Qwen2.5-0.5B-Open-R1-Distill
Mingsmilet/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
OswaldHe123/HMT-Llama3.1-8B-OpenROAD,- meta-llama/Llama-3.1-8B-Instruct
bartowski/open-r1_OpenR1-Qwen-7B-GGUF,open-r1/OpenR1-Qwen-7B
NitroLLM/granite-8b-code-instruct-4k-openvino,ibm-granite/granite-8b-code-instruct-4k
chriswhpang/Llama-3.2-1B-Instruct-OpenThought-SFT-VLLM,unsloth/llama-3.2-1b-instruct-unsloth-bnb-4bit
chriswhpang/Llama-3.2-1B-Instruct-OpenThought-SFT-GGUF,unsloth/llama-3.2-1b-instruct-unsloth-bnb-4bit
abdulmannan-01/DeepSeek-R1-Distill-Llama-8B-Lora-Finetuned-Openscholar-Dataset-Adapter,deepseek-ai/DeepSeek-R1-Distill-Llama-8B
ctoole/Llama-3.2-1B-Open-R1-Distill,meta-llama/Llama-3.2-1B-Instruct
mradermacher/openbuddy-mistral2-7b-v20.3-32k-GGUF,OpenBuddy/openbuddy-mistral2-7b-v20.3-32k
DevQuasar/allenai.open-instruct-stanford-alpaca-7b-GGUF,- allenai/open-instruct-stanford-alpaca-7b
DevQuasar/allenai.open-instruct-code-alpaca-7b-GGUF,- allenai/open-instruct-code-alpaca-7b
simone-papicchio/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
Studyboy/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
Triangle104/OpenThinker-7B-abliterated-Q8_0-GGUF,huihui-ai/OpenThinker-7B-abliterated
Triangle104/OpenThinker-7B-abliterated-Q6_K-GGUF,huihui-ai/OpenThinker-7B-abliterated
Triangle104/OpenThinker-7B-abliterated-Q5_K_M-GGUF,huihui-ai/OpenThinker-7B-abliterated
Triangle104/OpenThinker-7B-abliterated-Q5_K_S-GGUF,huihui-ai/OpenThinker-7B-abliterated
OpenLLM-France/Lucie-7B-Instruct-v1.1-gguf,- OpenLLM-France/Lucie-7B
Triangle104/OpenThinker-7B-abliterated-Q4_K_M-GGUF,huihui-ai/OpenThinker-7B-abliterated
GinoHongggg/DeepSeek-R1-Distill-Qwen-1.5B-openvino,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
Triangle104/OpenThinker-7B-abliterated-Q4_K_S-GGUF,huihui-ai/OpenThinker-7B-abliterated
ChenDRAG/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
zzzch/Qwen2.5-0.5B-Open-R1-GRPO,Qwen/Qwen2.5-0.5B-Instruct
zzzch/Qwen2.5-0.5B-Open-R1-Distill,Qwen/Qwen2.5-0.5B-Instruct
lzy337/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
opencsg/OpenCSG-R1-Qwen2.5-Math-3B-V1,- Qwen/Qwen2.5-3B-Instruct
aimarbenzemamessi/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
lordpsarris/Qwen2.5-1.5B-Instruct-openvino,Qwen/Qwen2.5-1.5B-Instruct
caijanfeng/Qwen2.5-7B-Open-R1-Distill-5epoch,Qwen/Qwen2.5-7B-Instruct
xianyanf/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
NitroLLM/TinyLlama-1.1B-Chat-v1.0-openvino,TinyLlama/TinyLlama-1.1B-Chat-v1.0
caijanfeng/Qwen2.5-1.5B-Open-R1-Distill-5epoch-repeat,Qwen/Qwen2.5-1.5B-Instruct
Apel-sin/OpenThinker-32B-exl2,open-thoughts/OpenThinker-32B
caijanfeng/Qwen2.5-1.5B-Open-R1-Distill-repeat,Qwen/Qwen2.5-1.5B-Instruct
caijanfeng/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
caijanfeng/Qwen2.5-7B-Open-R1-Distill,Qwen/Qwen2.5-7B-Instruct
DevQuasar/huihui-ai.OpenThinker-7B-abliterated-GGUF,- huihui-ai/OpenThinker-7B-abliterated
DevQuasar/prithivMLmods.Open-R1-Mini-Experimental-GGUF,- prithivMLmods/Open-R1-Mini-Experimental
alicogniai/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
mradermacher/OpenCSG-R1-Qwen2.5-Math-3B-V1-GGUF,opencsg/OpenCSG-R1-Qwen2.5-Math-3B-V1
mradermacher/Poro-34B-chat-OpenAssistant-i1-GGUF,LumiOpen/Poro-34B-chat-OpenAssistant
mradermacher/Poro-34B-chat-OpenAssistant-GGUF,LumiOpen/Poro-34B-chat-OpenAssistant
kings-crown/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
DevQuasar/teknium.OpenHermes-13B-GGUF,- teknium/OpenHermes-13B
caijanfeng/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
DevQuasar/teknium.OpenHermes-2-Mistral-7B-GGUF,- teknium/OpenHermes-2-Mistral-7B
mradermacher/OpenReasoner-Llama-3.2-1B-rs1-GGUF,EpistemeAI/OpenReason-Llama-3.2-1B-rs1
mradermacher/OpenReasoner-Llama-3.2-1B-rs1-i1-GGUF,EpistemeAI/OpenReason-Llama-3.2-1B-rs1
mradermacher/OpenReasoner-Llama-3.2-3B-rs1.01-GGUF,EpistemeAI/OpenReason-Llama-3.2-3B-rs1.01
mradermacher/OpenReasoner-Llama-3.2-3B-rs1.01-i1-GGUF,EpistemeAI/OpenReason-Llama-3.2-3B-rs1.01
reasoning-project/Q25M-1.5B-Open-R1-55k-SFT-v0.1,Qwen/Qwen2.5-Math-1.5B
shuheikurita/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
changjiakawhi/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
DevQuasar/open-thoughts.OpenThinker-7B-GGUF,- open-thoughts/OpenThinker-7B
DevQuasar/open-thoughts.OpenThinker-32B-GGUF,- open-thoughts/OpenThinker-32B
mradermacher/GRPO-Open-R1-1.5B-GGUF,OLAIR/GRPO-Open-R1-1.5B
Avocaduu14/openthaiGPT1.0.0-Computer-Crime-Act-gguf,Avocaduu14/openthaiGPT1.0.0-Computer-Crime-Act
nonemonehpark/Qwen2.5-1.5B-Open-R1-Distill-ko-Q4_K_M-GGUF,whooray/Qwen2.5-1.5B-Open-R1-Distill-ko
SurgeGlobal/OpenBezoar-HH-RLHF-DPO,- SurgeGlobal/OpenBezoar-HH-RLHF-SFT
SurgeGlobal/OpenBezoar-SFT,- openlm-research/open_llama_3b_v2
SurgeGlobal/OpenBezoar-HH-RLHF-SFT,- SurgeGlobal/OpenBezoar-SFT
Avocaduu14/openthaiGPT1.0.0-Computer-Crime-Act,Avocaduu14/openthaiGPT1.0.0-act-of-legislation-instruct
seaside2003/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
lordpsarris/Qwen2.5-7B-Instruct-1M-openvino,Qwen/Qwen2.5-7B-Instruct-1M
May811/Qwen2.5-1.5B-Open-R1-GRPO,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
shuheikurita/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
seaside2003/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
EpistemeAI/OpenReason-Llama-3.2-3B-rs1.01,EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0
EpistemeAI/OpenReason-Llama-3.2-1B-rs1,EpistemeAI/ReasoningCore-Llama-3.2-1B-r1
Vinci2077/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
Triangle104/OpenThinker-7B-Q5_K_S-GGUF,open-thoughts/OpenThinker-7B
Triangle104/OpenThinker-7B-Q4_K_M-GGUF,open-thoughts/OpenThinker-7B
Triangle104/OpenThinker-7B-Q4_K_S-GGUF,open-thoughts/OpenThinker-7B
mradermacher/OpenThinker-32B-abliterated-i1-GGUF,huihui-ai/OpenThinker-32B-abliterated
mradermacher/OpenReasoner-Llama-3.2-3B-rs1.0-i1-GGUF,EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0
changjiakawhi/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
mradermacher/OpenThinker-7B-abliterated-i1-GGUF,huihui-ai/OpenThinker-7B-abliterated
KevinWugk/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
andrewsiah/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
mradermacher/open-s1-mistral-small-7b-zh-GGUF,YuKuanFu/open-s1-mistral-small-7b-zh
mradermacher/OpenThinker-7B-abliterated-GGUF,huihui-ai/OpenThinker-7B-abliterated
mradermacher/OpenReasoner-Llama-3.2-3B-rs1.0-GGUF,EpistemeAI/OpenReasoner-Llama-3.2-3B-rs1.0
huihui-ai/OpenThinker-7B-abliterated,open-thoughts/OpenThinker-7B
huihui-ai/OpenThinker-32B-abliterated,open-thoughts/OpenThinker-32B
mradermacher/open-llama-0.7T-7B-open-instruct-v1.1-i1-GGUF,VMware/open-llama-0.7T-7B-open-instruct-v1.1
niuchuang/Qwen2.5-1.5B-Open-R1-GRPO,Qwen/Qwen2.5-1.5B-Instruct
superbigtree/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
dhruvrnaik/test-openbiollm,meta-llama/Meta-Llama-3-70B-Instruct
flima/openai-whisper-large-v2-fullFT-es_ecu911_V2martin_win30s_samples,openai/whisper-large-v2
mlfoundations-dev/openthoughts-114k-no-special-template,Qwen/Qwen2.5-7B-Instruct
bartowski/teknium_Qwen2.5-1.5B-Open-R1-GRPO-GGUF,teknium/Qwen2.5-1.5B-Open-R1-GRPO
PrunaAI/hrasto-llamas5_open_subtitles_l-HQQ-4bit-smashed,ORIGINAL_REPO_NAME
PrunaAI/hrasto-llamas5_open_subtitles_l-HQQ-8bit-smashed,ORIGINAL_REPO_NAME
PrunaAI/dacson-Qwen2.5-1.5B-Open-R1-Distill-HQQ-4bit-smashed,ORIGINAL_REPO_NAME
PrunaAI/dacson-Qwen2.5-1.5B-Open-R1-Distill-HQQ-8bit-smashed,ORIGINAL_REPO_NAME
dacson/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
puby/Qwen2.5-1.5B-Open-R1-Distill,Qwen/Qwen2.5-1.5B-Instruct
WSX/Qwen2.5-1.5B-Open-R1-GRPO-FC-v3,Qwen/Qwen2.5-1.5B-Instruct
